trade_id,pos_dt,book_cd,desk_cd,instmt_id,qty_nom,dirty_px,mkt_val_lcy,ccy_cd,isin,issuer_id,asset_cls_cd,maturity_dt,cpn_rt,ext_rating_cd,duration,cpty_nm,country_cd,sector_cd,int_rating_cd,watchlist_flg,dv01,mkt_val_eur,rating_band
TRD-00053,20241231,CRDT-USD-01,DESK-HY,INST-0037,11754766.06,108.266334,12726454.28,GBP,XS7049001493,ISS-0008,ABS,20340728,4.9353,NR,3.2817,Counterparty ISS-0008,US,SUPRA,8,N,417644.05022,14889951.51,UNRATED
TRD-00054,20241231,CRDT-EUR-01,DESK-IG,INST-0021,35290871.26,109.342267,38587838.68,GBP,XS5334976883,ISS-0005,CVRDBND,20431028,8.4688,A,1.5623,Counterparty ISS-0005,DE,FINAN,2,N,602857.803694,45147771.26,IG_STANDARD
TRD-00055,20241231,CRDT-EUR-02,DESK-IG,INST-0043,24816899.62,86.110588,21369978.19,EUR,XS8737025391,ISS-0009,CORP,20411128,8.4031,BBB,9.1341,Counterparty ISS-0009,DE,SOVGN,3,N,1951955.177501,21369978.19,IG_STANDARD
TRD-00056,20241231,CRDT-GBP-01,DESK-EM,INST-0007,5075613.72,112.31325,5700586.73,EUR,XS6633778586,ISS-0034,SVRN,20451128,3.4874,A,13.5444,Counterparty ISS-0034,CA,CORP,9,N,772110.268568,5700586.73,IG_STANDARD
TRD-00057,20241231,CRDT-EUR-01,DESK-IG,INST-0047,20557933.13,104.64344,21512528.42,EUR,XS7045593274,ISS-0027,SVRN,20390928,3.8262,AAA,3.4991,Counterparty ISS-0027,CH,CORP,6,N,752744.881949,21512528.42,IG_PRIME
TRD-00058,20241231,CRDT-USD-01,DESK-HY,INST-0005,39098112.03,92.950683,36341962.17,GBP,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,5171751.952772,42520095.74,IG_STANDARD
TRD-00059,20241231,CRDT-EUR-02,DESK-IG,INST-0042,42603088.09,110.57024,47106336.75,EUR,XS1939915527,ISS-0028,CORP,20411228,4.2164,AAA,8.5824,Counterparty ISS-0028,US,FINAN,1,N,4042854.245105,47106336.75,IG_PRIME
TRD-00060,20241231,CRDT-EUR-02,DESK-IG,INST-0021,43631912.57,86.076973,37557029.6,GBP,XS5334976883,ISS-0005,CVRDBND,20431028,8.4688,A,1.5623,Counterparty ISS-0005,DE,FINAN,2,N,586753.473476,43941724.63,IG_STANDARD
TRD-00061,20241231,CRDT-EUR-01,DESK-IG,INST-0016,49871553.56,107.402991,53563540.18,USD,XS3090237817,ISS-0028,CVRDBND,20340428,2.2416,A,1.348,Counterparty ISS-0028,US,FINAN,1,N,722036.521648,49278456.97,IG_STANDARD
TRD-00062,20241231,CRDT-EUR-02,DESK-IG,INST-0007,22239559.73,105.820035,23533909.89,EUR,XS6633778586,ISS-0034,SVRN,20451128,3.4874,A,13.5444,Counterparty ISS-0034,CA,CORP,9,N,3187526.891159,23533909.89,IG_STANDARD
TRD-00063,20241231,CRDT-EUR-01,DESK-IG,INST-0003,39827558.91,93.801033,37358661.68,USD,XS7980611182,ISS-0012,ABS,20411128,5.3718,SUB_IG,2.7162,Counterparty ISS-0012,FR,FINAN,7,N,1014735.968451,34369968.75,NON_IG
TRD-00064,20241231,CRDT-GBP-01,DESK-EM,INST-0028,12285451.87,97.361552,11961306.61,USD,XS5474620894,ISS-0009,SVRN,20260628,7.6914,BBB,3.5461,Counterparty ISS-0009,DE,SOVGN,3,N,424159.893727,11004402.08,IG_STANDARD
TRD-00065,20241231,CRDT-USD-01,DESK-HY,INST-0011,4040520.7,111.125188,4490036.22,USD,XS7060638140,ISS-0028,CVRDBND,20261228,5.8869,A,14.7704,Counterparty ISS-0028,US,FINAN,1,N,663196.310438,4130833.32,IG_STANDARD
TRD-00066,20241231,CRDT-USD-01,DESK-HY,INST-0032,11686203.37,104.137139,12169677.85,USD,XS4742303947,ISS-0020,CVRDBND,20250428,5.7803,A,6.2778,Counterparty ISS-0020,NL,FINAN,5,N,763988.035894,11196103.62,IG_STANDARD
TRD-00067,20241231,CRDT-EUR-02,DESK-IG,INST-0017,44955535.73,98.957598,44486918.33,EUR,XS1245522987,ISS-0021,CORP,20401028,4.5228,NR,12.8644,Counterparty ISS-0021,CH,SUPRA,6,N,5722975.121187,44486918.33,UNRATED
TRD-00068,20241231,CRDT-GBP-01,DESK-EM,INST-0044,7982983.54,98.251894,7843432.53,GBP,XS8995059760,ISS-0033,CVRDBND,20330828,6.5142,SUB_IG,12.678,Counterparty ISS-0033,IT,CORP,3,N,994390.375616,9176816.06,NON_IG
TRD-00069,20241231,CRDT-GBP-01,DESK-EM,INST-0038,31983041.25,97.729268,31256792.1,EUR,XS6587537178,ISS-0012,CVRDBND,20250928,2.931,NR,3.5476,Counterparty ISS-0012,FR,FINAN,7,N,1108865.95646,31256792.1,UNRATED
TRD-00070,20241231,CRDT-GBP-01,DESK-EM,INST-0030,10040928.26,96.540797,9693592.17,EUR,XS1106456634,ISS-0027,SVRN,20351228,6.7591,AA,6.4698,Counterparty ISS-0027,CH,CORP,6,N,627156.026111,9693592.17,IG_PRIME
TRD-00071,20241231,CRDT-EUR-02,DESK-IG,INST-0007,19130078.45,95.768775,18320641.79,EUR,XS6633778586,ISS-0034,SVRN,20451128,3.4874,A,13.5444,Counterparty ISS-0034,CA,CORP,9,N,2481421.006348,18320641.79,IG_STANDARD
TRD-00072,20241231,CRDT-GBP-01,DESK-EM,INST-0045,1194785.93,109.901127,1313083.2,EUR,XS3691864041,ISS-0032,ABS,20390528,1.1199,SUB_IG,4.6431,Counterparty ISS-0032,CH,SUPRA,8,N,60967.766166,1313083.2,NON_IG
TRD-00073,20241231,CRDT-EUR-02,DESK-IG,INST-0018,28339857.95,105.573985,29919517.38,EUR,XS1798112150,ISS-0033,SVRN,20271028,5.9017,AAA,3.9105,Counterparty ISS-0033,IT,CORP,3,N,1170002.72719,29919517.38,IG_PRIME
TRD-00074,20241231,CRDT-EUR-01,DESK-IG,INST-0039,41658661.09,112.088048,46694380.04,GBP,XS5659161352,ISS-0029,ABS,20450928,5.4541,BBB,1.8541,Counterparty ISS-0029,NL,SOVGN,5,N,865760.500298,54632424.65,IG_STANDARD
TRD-00075,20241231,CRDT-USD-01,DESK-HY,INST-0039,11028326.49,90.70396,10003128.85,EUR,XS5659161352,ISS-0029,ABS,20450928,5.4541,BBB,1.8541,Counterparty ISS-0029,NL,SOVGN,5,N,185468.011974,10003128.85,IG_STANDARD
TRD-00076,20241231,CRDT-GBP-01,DESK-EM,INST-0044,38396791.65,105.425653,40480068.33,GBP,XS8995059760,ISS-0033,CVRDBND,20330828,6.5142,SUB_IG,12.678,Counterparty ISS-0033,IT,CORP,3,N,5132063.062632,47361679.95,NON_IG
TRD-00077,20241231,CRDT-USD-01,DESK-HY,INST-0041,45179844.83,104.390218,47163338.51,USD,XS3472487690,ISS-0027,CORP,20371228,4.455,BBB,4.0378,Counterparty ISS-0027,CH,CORP,6,N,1904361.282361,43390271.43,IG_STANDARD
TRD-00078,20241231,CRDT-GBP-01,DESK-EM,INST-0029,29020732.89,106.970793,31043708.11,USD,XS9051829827,ISS-0007,SVRN,20291028,7.9061,NR,3.9327,Counterparty ISS-0007,AU,FINAN,4,N,1220855.908718,28560211.46,UNRATED
TRD-00079,20241231,CRDT-EUR-01,DESK-IG,INST-0019,37399295.16,90.269202,33760045.29,USD,XS9760623742,ISS-0016,CORP,20380228,5.759,SUB_IG,8.6958,Counterparty ISS-0016,CH,SOVGN,10,N,2935706.018724,31059241.67,NON_IG
TRD-00080,20241231,CRDT-USD-01,DESK-HY,INST-0035,26589533.45,112.404609,29887861.11,EUR,XS5791662169,ISS-0039,ABS,20311028,2.5378,BBB,10.7774,Counterparty ISS-0039,GB,FINAN,3,N,3221134.343204,29887861.11,IG_STANDARD
TRD-00081,20241231,CRDT-USD-01,DESK-HY,INST-0017,48372465.4,93.854243,45399611.22,GBP,XS1245522987,ISS-0021,CORP,20401028,4.5228,NR,12.8644,Counterparty ISS-0021,CH,SUPRA,6,N,5840387.585992,53117545.13,UNRATED
TRD-00082,20241231,CRDT-GBP-01,DESK-EM,INST-0008,48148375.31,89.22271,42959285.27,EUR,XS1965067727,ISS-0016,CVRDBND,20250628,5.2065,AAA,3.8367,Counterparty ISS-0016,CH,SOVGN,10,N,1648218.898052,42959285.27,IG_PRIME
TRD-00083,20241231,CRDT-USD-01,DESK-HY,INST-0044,48366760.39,109.137629,52786335.51,GBP,XS8995059760,ISS-0033,CVRDBND,20330828,6.5142,SUB_IG,12.678,Counterparty ISS-0033,IT,CORP,3,N,6692251.616434,61760012.55,NON_IG
TRD-00084,20241231,CRDT-GBP-01,DESK-EM,INST-0006,794540.89,101.097169,803258.35,EUR,XS4504793184,ISS-0032,CORP,20290928,1.5271,NR,7.3916,Counterparty ISS-0032,CH,SUPRA,8,N,59373.643928,803258.35,UNRATED
TRD-00085,20241231,CRDT-EUR-02,DESK-IG,INST-0024,29269548.57,109.672519,32100651.22,USD,XS4821286999,ISS-0008,SVRN,20421228,1.7436,A,4.5855,Counterparty ISS-0008,US,SUPRA,8,N,1471975.361539,29532599.12,IG_STANDARD
TRD-00086,20241231,CRDT-GBP-01,DESK-EM,INST-0007,11767712.92,85.750739,10090900.79,GBP,XS6633778586,ISS-0034,SVRN,20451128,3.4874,A,13.5444,Counterparty ISS-0034,CA,CORP,9,N,1366751.966912,11806353.92,IG_STANDARD
TRD-00087,20241231,CRDT-GBP-01,DESK-EM,INST-0040,32417853.79,104.062118,33734705.26,USD,XS1855256552,ISS-0020,SVRN,20260128,2.4587,NR,7.3895,Counterparty ISS-0020,NL,FINAN,5,N,2492826.045485,31035928.84,UNRATED
TRD-00088,20241231,CRDT-EUR-02,DESK-IG,INST-0045,32497048.37,88.500278,28759978.15,USD,XS3691864041,ISS-0032,ABS,20390528,1.1199,SUB_IG,4.6431,Counterparty ISS-0032,CH,SUPRA,8,N,1335354.545448,26459179.9,NON_IG
TRD-00089,20241231,CRDT-EUR-01,DESK-IG,INST-0003,49796776.0,88.483614,44061987.06,USD,XS7980611182,ISS-0012,ABS,20411128,5.3718,SUB_IG,2.7162,Counterparty ISS-0012,FR,FINAN,7,N,1196811.692531,40537028.1,NON_IG
TRD-00090,20241231,CRDT-USD-01,DESK-HY,INST-0035,19493426.97,96.130345,18739098.6,USD,XS5791662169,ISS-0039,ABS,20311028,2.5378,BBB,10.7774,Counterparty ISS-0039,GB,FINAN,3,N,2019587.612364,17239970.71,IG_STANDARD
TRD-00091,20241231,CRDT-EUR-02,DESK-IG,INST-0038,44282147.82,104.647657,46340230.16,EUR,XS6587537178,ISS-0012,CVRDBND,20250928,2.931,NR,3.5476,Counterparty ISS-0012,FR,FINAN,7,N,1643966.005259,46340230.16,UNRATED
TRD-00092,20241231,CRDT-EUR-02,DESK-IG,INST-0040,46958747.98,93.392204,43855809.71,GBP,XS1855256552,ISS-0020,SVRN,20260128,2.4587,NR,7.3895,Counterparty ISS-0020,NL,FINAN,5,N,3240725.058471,51311297.36,UNRATED
TRD-00093,20241231,CRDT-GBP-01,DESK-EM,INST-0014,22290323.4,92.083379,20525682.98,EUR,XS4590711152,ISS-0035,CORP,20320228,1.8305,AAA,7.5418,Counterparty ISS-0035,CA,SOVGN,10,N,1548005.95874,20525682.98,IG_PRIME
TRD-00094,20241231,CRDT-GBP-01,DESK-EM,INST-0007,18430014.43,112.050886,20650994.46,GBP,XS6633778586,ISS-0034,SVRN,20451128,3.4874,A,13.5444,Counterparty ISS-0034,CA,CORP,9,N,2797053.29347,24161663.52,IG_STANDARD
TRD-00095,20241231,CRDT-GBP-01,DESK-EM,INST-0004,13866483.9,114.046206,15814198.79,EUR,XS4944899549,ISS-0034,SVRN,20351028,4.4088,SUB_IG,2.1221,Counterparty ISS-0034,CA,CORP,9,N,335593.112598,15814198.79,NON_IG
TRD-00096,20241231,CRDT-EUR-02,DESK-IG,INST-0006,32121052.91,102.914379,33057182.13,EUR,XS4504793184,ISS-0032,CORP,20290928,1.5271,NR,7.3916,Counterparty ISS-0032,CH,SUPRA,8,N,2443454.674365,33057182.13,UNRATED
TRD-00097,20241231,CRDT-EUR-01,DESK-IG,INST-0004,12254087.97,88.777717,10878899.54,USD,XS4944899549,ISS-0034,SVRN,20351028,4.4088,SUB_IG,2.1221,Counterparty ISS-0034,CA,CORP,9,N,230861.127116,10008587.58,NON_IG
TRD-00098,20241231,CRDT-USD-01,DESK-HY,INST-0005,29360515.87,109.391589,32117934.85,USD,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,4570639.072462,29548500.06,IG_STANDARD
TRD-00099,20241231,CRDT-USD-01,DESK-HY,INST-0022,39453323.34,102.879449,40589361.66,USD,XS6344160868,ISS-0017,SVRN,20300528,4.0055,SUB_IG,8.3767,Counterparty ISS-0017,SE,SOVGN,4,N,3400049.05854,37342212.73,NON_IG
TRD-00100,20241231,CRDT-GBP-01,DESK-EM,INST-0010,27056751.3,108.955415,29479795.66,USD,XS3030106617,ISS-0032,SVRN,20380828,2.0233,A,1.9055,Counterparty ISS-0032,CH,SUPRA,8,N,561737.506386,27121412.01,IG_STANDARD
TRD-00101,20241231,CRDT-EUR-01,DESK-IG,INST-0043,6676981.16,95.747268,6393027.05,EUR,XS8737025391,ISS-0009,CORP,20411128,8.4031,BBB,9.1341,Counterparty ISS-0009,DE,SOVGN,3,N,583945.48337,6393027.05,IG_STANDARD
TRD-00102,20241231,CRDT-USD-01,DESK-HY,INST-0038,887476.07,92.961025,825006.85,EUR,XS6587537178,ISS-0012,CVRDBND,20250928,2.931,NR,3.5476,Counterparty ISS-0012,FR,FINAN,7,N,29267.943057,825006.85,UNRATED
TRD-00103,20241231,CRDT-USD-01,DESK-HY,INST-0048,26351667.78,107.369958,28293774.63,GBP,XS7767538527,ISS-0038,CVRDBND,20250828,8.0419,BBB,4.8299,Counterparty ISS-0038,FR,SUPRA,1,N,1366561.020743,33103716.32,IG_STANDARD
TRD-00104,20241231,CRDT-EUR-02,DESK-IG,INST-0029,25710574.08,88.27162,22695140.25,USD,XS9051829827,ISS-0007,SVRN,20291028,7.9061,NR,3.9327,Counterparty ISS-0007,AU,FINAN,4,N,892531.780679,20879529.03,UNRATED
TRD-00105,20241231,CRDT-USD-01,DESK-HY,INST-0040,36389425.56,112.262551,40851697.43,USD,XS1855256552,ISS-0020,SVRN,20260128,2.4587,NR,7.3895,Counterparty ISS-0020,NL,FINAN,5,N,3018736.181435,37583561.64,UNRATED
TRD-00106,20241231,CRDT-GBP-01,DESK-EM,INST-0030,48204906.54,86.824762,41853795.38,GBP,XS1106456634,ISS-0027,SVRN,20351228,6.7591,AA,6.4698,Counterparty ISS-0027,CH,CORP,6,N,2707856.853216,48968940.59,IG_PRIME
TRD-00107,20241231,CRDT-EUR-02,DESK-IG,INST-0026,34336265.05,99.708066,34236025.82,GBP,XS4311931853,ISS-0022,CORP,20331128,1.7927,AAA,6.9066,Counterparty ISS-0022,ES,CORP,6,N,2364545.359145,40056150.21,IG_PRIME
TRD-00108,20241231,CRDT-EUR-02,DESK-IG,INST-0005,16173379.81,89.450015,14467090.67,EUR,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,2058782.738505,14467090.67,IG_STANDARD
TRD-00109,20241231,CRDT-USD-01,DESK-HY,INST-0018,19107129.5,102.921756,19665393.2,EUR,XS1798112150,ISS-0033,SVRN,20271028,5.9017,AAA,3.9105,Counterparty ISS-0033,IT,CORP,3,N,769015.201187,19665393.2,IG_PRIME
TRD-00110,20241231,CRDT-GBP-01,DESK-EM,INST-0030,30310796.9,87.975354,26666030.87,GBP,XS1106456634,ISS-0027,SVRN,20351228,6.7591,AA,6.4698,Counterparty ISS-0027,CH,CORP,6,N,1725238.865421,31199256.12,IG_PRIME
TRD-00111,20241231,CRDT-EUR-01,DESK-IG,INST-0042,21560490.09,111.642731,24070719.95,EUR,XS1939915527,ISS-0028,CORP,20411228,4.2164,AAA,8.5824,Counterparty ISS-0028,US,FINAN,1,N,2065845.469286,24070719.95,IG_PRIME
TRD-00112,20241231,CRDT-EUR-02,DESK-IG,INST-0022,19996636.19,106.888375,21374079.48,GBP,XS6344160868,ISS-0017,SVRN,20300528,4.0055,SUB_IG,8.3767,Counterparty ISS-0017,SE,SOVGN,4,N,1790442.515646,25007672.99,NON_IG
TRD-00113,20241231,CRDT-GBP-01,DESK-EM,INST-0028,33288882.37,96.229031,32033568.94,EUR,XS5474620894,ISS-0009,SVRN,20260628,7.6914,BBB,3.5461,Counterparty ISS-0009,DE,SOVGN,3,N,1135942.388018,32033568.94,IG_STANDARD
TRD-00114,20241231,CRDT-USD-01,DESK-HY,INST-0044,3449952.08,109.953157,3793331.23,GBP,XS8995059760,ISS-0033,CVRDBND,20330828,6.5142,SUB_IG,12.678,Counterparty ISS-0033,IT,CORP,3,N,480918.532952,4438197.54,NON_IG
TRD-00115,20241231,CRDT-EUR-01,DESK-IG,INST-0028,37254989.56,96.179406,35831627.66,EUR,XS5474620894,ISS-0009,SVRN,20260628,7.6914,BBB,3.5461,Counterparty ISS-0009,DE,SOVGN,3,N,1270625.348599,35831627.66,IG_STANDARD
